call_id,call_date,caller_type,agent_name,restaurant_name,phone,outcome,pos_captured,poc_name,poc_role,availability_window,poc_email
C001261,2026-07-23,ai,dialler-03,Zephyr Cantina,555-562-9604,No Answer,,,,,
C001260,2026-06-09,ai,dialler-01,Zephyr Cantina,555-562-9604,No Answer,,,,,
C001187,2026-07-13,ai,dialler-02,Larkspur Alehouse,5559895944,Not reached,,,,,
C001184,2026-06-22,ai,dialler-01,Loam Bakery,555-140-8104,POS Validated,Meridian Server,,,,
C001101,2026-07-31,human,Hiba,Cobalt Steakhouse Restaurant,(555) 563-3839,Not reached,,,,,
C001459,2026-06-27,ai,dialler-02,Verde Room - Palisade Park,(555) 643-3319,No Answer,,,,,
C000221,2026-07-22,human,Hiba,Ember To Go,(555) 982-6300,POS Validated,vellum,Angela Novak,GM,,
C000891,2026-06-10,human,Zara,Amber Kitchen,555.770.7201,Data capture incomplete,,,,,
C000151,2026-06-26,ai,dialler-03,Rookery Cantina,+1 555 128 0494,No Answer,,,,,
C000827,2026-07-31,ai,dialler-02,Palisade Grill,(555) 819-0423,Callback,,,,,
C000383,2026-07-23,human,Hiba,Quill Cantina,+1 555 480 1308,Data capture incomplete,,,,,
C000158,2026-07-12,ai,dialler-03,Northbank Cantina - Ferrymead,555.480.4006,Not reached,,,,,
C001266,2026-07-08,ai,dialler-01,Gallow Taqueria,555.561.2338,Not reached,,,,,
C000409,2026-07-27,human,Sana,Jackdaw Room,+1 555 321 1747,No Answer,,,,,
C001358,2026-08-02,human,Hiba,Copper Chophouse,+15557244994,Callback,,,,,
C001326,2026-06-15,ai,dialler-01,Sorrel Dining Room,555-940-8921,POS Validated,Ironclad POS,George Okafor,Managing Partner,,
C001054,2026-06-15,ai,dialler-03,Quarry Cantina,555.543.1877,Not reached,,,,,
C000789,2026-07-01,ai,dialler-01,The Plumb Chophouse,555-674-9429,No Answer,,,,,
C000133,2026-06-30,human,Layla,Marigold To Go,555-375-9845,Callback,,,,,
C000887,2026-07-23,ai,dialler-02,Cardinal Tavern - Calder Park,(555) 130-2662,Data capture incomplete,,,,,
C001760,2026-07-05,human,Layla,Plumb Smokehouse,(555) 679-4118,POS Validated,ironclad,Luis Reyes,Owner,,
C000283,2026-07-29,human,Layla,Understory Counter,+1 555 380 3345,POS Validated,vellum pos,James Patel,Owner,After 9pm,james.patel@understorycounter.example
C001598,2026-07-21,ai,dialler-01,SILVERFIN CANTINA,555.775.3236,Data capture incomplete,,,,,
C000649,2026-07-12,ai,dialler-02,Plumb Room,5558886139,Data capture incomplete,,Victor Vasquez,,,
C000566,2026-07-18,ai,dialler-03,Cardinal Grill,5559937383,No Answer,,,,,
C001178,2026-07-26,human,Sana,Kinship Coffee,+1 555 771 6835,No Answer,,,,,
C001567,2026-07-31,ai,dialler-03,Quarry Smokehouse,555.264.3164,No Answer,,,,,
C001412,2026-08-01,ai,dialler-01,Tidewater Taqueria,555.976.8780,POS Validated,IRONCLAD,Nicole Reyes,Owner,Weekdays after 3pm,
C000690,2026-07-31,human,Fatima,Alder Wine Bar,5558863833,Callback,,,,,
C000573,2026-06-25,ai,dialler-02,Olive & Ash Room,5551733531,No Answer,,,,,
C001582,2026-06-09,human,Hiba,The Cobalt Bistro,+15555781650,POS Validated,Northstar POS,Marcus Reyes,Co-Owner,Mon-Fri 10am-12pm,
C001294,2026-07-10,ai,dialler-02,Salt & Vine Bistro Verano Bay,5554230259,No Answer,,,,,
C001539,2026-08-02,human,Fatima,Sable Wine Bar Verano Bay,555-279-4652,Not reached,,,,,
C000666,2026-07-31,ai,dialler-02,Oxbow Taqueria,(555) 419-1309,No Answer,,,,,
C000162,2026-06-23,ai,dialler-02,Roan Chophouse,+1 555 702 1453,No Answer,,,,,
C001129,2026-07-05,ai,dialler-02,Ironwood Sandwich Shop,555-368-1296,No Answer,,,,,
C000870,2026-07-09,human,Layla,Salt & Vine House - Sablewood,+1 555 914 5068,POS Validated,Cadence Mini,Ahmed Petrou,General Manager,,ahmed.petrou@saltvinehouse.example
C001501,2026-06-10,human,Sana,Olive & Ash Counter - Greenhithe,+1 555 949 2965,POS Validated,cadence flex,Sean Bianchi,Co-Owner,Before 11am,sean.bianchi@oliveashcounter.example
C000959,2026-06-26,ai,dialler-02,Tin Roof Brasserie,+1 555 660 0310,Data capture incomplete,,,,,
C001334,2026-07-07,ai,dialler-01,Bramble Donuts,555.458.6516,POS Validated,cadence flex,Hassan Andino,Owner,,
C000423,2026-07-23,human,Hiba,Salt & Vine Trattoria - Bayview Flats,+15554543132,POS Validated,NorthStar,,,,
C001711,2026-06-26,ai,dialler-02,Amber Cafe,5556537967,POS Validated,Quillpay,Jennifer Hernandez,Owner,,
C000430,2026-07-27,ai,dialler-03,Little Bear Osteria,+15558492176,No Answer,,,,,
C001147,2026-07-15,human,Fatima,Bramble Tavern,555-591-5013,No Answer,,,,,
C001849,2026-07-13,ai,dialler-03,Yarrow Table,+15551804773,Not reached,,,,,
C001325,2026-07-02,ai,dialler-02,Tallgrass Oyster Bar,+1 555 331 0203,No Answer,,,,,
C000066,2026-06-25,human,Hiba,Juniper Trattoria,555-315-1946,Not reached,,,,,
C000958,2026-07-03,ai,dialler-02,Tin Roof Brasserie,(555) 660-0310,Not reached,,,,,
C001182,2026-07-08,human,Layla,Thistle Table,(555) 111-0904,No Answer,,,,,
C000270,2026-06-18,ai,dialler-01,Heron Brasserie,555-658-0408,POS Validated,Cadence Mini,,,,
C000856,2026-07-01,ai,dialler-02,Cardinal Coffee,555.378.0764,No Answer,,,,,
C000086,2026-06-24,human,Sana,UNDERSTORY OYSTER BAR,5555321346,No Answer,,,,,
C001219,2026-07-10,ai,dialler-02,Thistle Cantina - Lantern Hill,555-246-9789,Callback,,,,,
C000072,2026-06-09,human,Layla,Cobalt Oyster Bar,555-969-8742,POS Validated,Northstar,Grace Rossi,General Manager,Weekends only,grace.rossi@cobaltoysterbar.example
C000138,2026-07-04,human,Zara,Sorrel Bistro,(555) 493-4022,Not reached,,,,,
C001639,2026-07-31,human,Layla,Magpie Wine Bar,+15553637092,POS Validated,Ironclad POS,Marcus Lopez,GM,,
C001597,2026-08-02,human,Fatima,Cinder Smokehouse Verano Bay,(555) 707-9022,POS Validated,Rivet,,,,
C001205,2026-07-02,ai,dialler-01,Gallow Kiosk - Palisade Park,+1 555 892 4270,POS Validated,Cadence POS,Michael Petrou,General Manager,,
C001010,2026-07-03,ai,dialler-01,Sorrel Taqueria Verano Bay,5551688204,Callback,,,,,
C001780,2026-07-29,human,Zara,Vesper Grill,555-733-5091,No Answer,,,,,
C000282,2026-06-12,human,Zara,Understory Counter,+1 555 380 3345,Not reached,,,,,
C000808,2026-06-15,ai,dialler-03,Salt and Vine Steakhouse,555-175-5379,Not reached,,,,,
C000228,2026-07-07,ai,dialler-03,Quarry Creamery 1,555.618.4435,No Answer,,,,,
C001572,2026-07-16,human,Zara,Tallgrass Juice Bar Verano Bay,(555) 885-5869,Gatekeeper,,,,,
C001644,2026-07-06,ai,dialler-02,Rookery Chophouse,555-867-8270,POS Validated,orbit systems,,,,
C000721,2026-07-12,ai,dialler-01,Inkwell Trattoria - Kingsway,555.339.6156,Not reached,,,,,
C001188,2026-07-11,human,Layla,Larkspur Alehouse,555-989-5944,Not reached,,,,,
C001756,2026-07-13,human,Layla,Bluebird Boba,+15552913459,Not reached,,,,,
C001744,2026-06-15,human,Layla,Lantern Wine Bar,5557736190,Data capture incomplete,,Christina Andino,,,
C001038,2026-07-22,ai,dialler-03,Cardinal Taqueria Restaurant,5553077951,No Answer,,,,,
C000006,2026-07-11,human,Zara,Rambler House,555-634-6422,No Answer,,,,,
C001621,2026-07-13,ai,dialler-03,Pike Bakery,+15555513176,Not reached,,,,,
C000233,2026-07-16,human,Hiba,Dovetail Smokehouse - Cedar Cross,(555) 623-8933,Data capture incomplete,,Nadia Torres,,,
C001239,2026-06-27,human,Layla,ALDER TRATTORIA,+1 555 289 8870,Data capture incomplete,,,,,
C000243,2026-07-17,ai,dialler-01,Cardinal Chophouse,5559549908,Not reached,,,,,
C000269,2026-07-20,ai,dialler-03,Harrow Creamery,555.521.3346,Data capture incomplete,,,,,
C000081,2026-06-29,ai,dialler-02,The Basil & Bone House,5559183068,Callback,,,,,
C001070,2026-08-01,ai,dialler-01,The Cardinal Juice Bar 1,(555) 556-2775,POS Validated,Cadence POS,,,,
C001091,2026-07-23,ai,dialler-03,Kinship Deli,555.447.9502,No Answer,,,,,
C001442,2026-06-10,human,Layla,Mercado Bistro,(555) 494-1684,Callback,,,,,
C000580,2026-08-02,ai,dialler-02,Anchor Alehouse,5554420347,Not reached,,,,,
C000461,2026-07-17,ai,dialler-02,Magpie Trattoria,555.446.9376,Not reached,,,,,
C000965,2026-07-25,ai,dialler-02,Roan Taqueria - Bramble Row,555.512.6514,Not reached,,,,,
C001081,2026-06-28,ai,dialler-03,Yarrow Food Truck,5552918643,Not reached,,,,,
C000344,2026-07-19,human,Fatima,Olive & Ash Juice Bar 1 2,+1 555 938 6758,Not reached,,,,,
C000091,2026-07-26,human,Layla,Blue Heron Alehouse,(555) 872-6344,POS Validated,IRONCLAD,Emily Johnson,Co-Owner,,
C000717,2026-07-21,ai,dialler-03,Rookery Osteria,555-538-5752,Data capture incomplete,,,,,
C001104,2026-07-07,human,Zara,Cinder Smoothie 1,5552148121,Callback,,,,,
C000350,2026-07-02,human,Zara,Umber Osteria,+1 555 354 4548,No Answer,,,,,
C001614,2026-07-19,human,Fatima,Yarrow Tavern,+1 555 307 2154,Gatekeeper,,,,,
C001391,2026-06-27,ai,dialler-02,Cobalt Chophouse Restaurant,555.157.1789,POS Validated,IRONCLAD,,,,
C000102,2026-06-16,ai,dialler-02,Bluebird Alehouse,+15557294285,No Answer,,,,,
C000791,2026-06-30,ai,dialler-02,Sable Grill,5556105450,Not reached,,,,,
C000418,2026-06-26,ai,dialler-03,Kettle Grill,555.331.4451,No Answer,,,,,
C000962,2026-07-25,ai,dialler-02,Alder Taqueria - Sablewood,(555) 858-5963,Data capture incomplete,,Priya Vasquez,,,
C001710,2026-06-28,human,Layla,Amber Cafe,+1 555 653 7967,Callback,,,,,
C001506,2026-06-12,human,Sana,Plumb Bistro,+1 555 470 6197,POS Validated,Cadence Station,Frank Silva,Operations Manager,Weekends only,
C000670,2026-06-09,ai,dialler-03,ALDER BRASSERIE,+15552664575,POS Validated,Ironclad,,,,
C000316,2026-06-22,ai,dialler-01,Thistle Wine Bar,+1 555 721 0580,Not reached,,,,,
C000454,2026-07-30,human,Fatima,Marigold Alehouse Restaurant,(555) 841-5898,No Answer,,,,,
C000008,2026-06-14,ai,dialler-02,Rambler House,(555) 634-6422,Not reached,,,,,
C000388,2026-07-30,ai,dialler-01,Gallow Express,(555) 988-6459,Not reached,,,,,
C000489,2026-06-19,human,Hiba,Driftwood Counter,+15555027699,Not reached,,,,,
C000009,2026-07-16,ai,dialler-01,Thistle Tavern,+1 555 215 1816,Callback,,,,,
C000413,2026-06-11,ai,dialler-02,Tallgrass Grill,555-961-8056,Gatekeeper,,,,,
C000492,2026-07-16,human,Layla,Driftwood To Go,+15557831646,Callback,,,,,
C000150,2026-06-14,ai,dialler-02,Quarry Room Restaurant,+15558430541,No Answer,,,,,
C000125,2026-07-18,ai,dialler-01,Salt & Vine Boba,555.522.5845,No Answer,,,,,
C000899,2026-07-16,human,Zara,Yarrow Counter 1,+1 555 834 7432,No Answer,,,,,
C000750,2026-07-07,ai,dialler-03,Rambler Cantina,555.223.4047,Gatekeeper,,,,,
C000737,2026-07-23,human,Fatima,Warbler Brasserie,5554730670,POS Validated,meridian,,,,
C000947,2026-06-29,human,Layla,The Loam Sandwich Shop,5558706534,No Answer,,,,,
C000641,2026-06-30,human,Layla,Heron Kitchen,5551113944,Data capture incomplete,,,,,
C001284,2026-07-05,ai,dialler-03,JUNIPER OYSTER BAR,(555) 595-4402,No Answer,,,,,
C000578,2026-07-12,human,Zara,Violet Steakhouse,(555) 841-8408,Data capture incomplete,,Omar Torres,,,
C001491,2026-07-02,human,Fatima,Sparrow Bakery,555-825-8849,Gatekeeper,,,,,
C000625,2026-07-16,human,Fatima,Rosewater Supper Club Restaurant,+15555178357,Not reached,,,,,
C000037,2026-06-26,human,Hiba,Tidewater Supper Club,555.894.6054,POS Validated,NorthStar,Frank Chen,Co-Owner,,
C001160,2026-07-18,human,Zara,Fallowfield Table,555-296-2646,No Answer,,,,,
C001525,2026-07-03,ai,dialler-01,Marrow Sandwich Shop,555-290-7276,POS Validated,vellum,,,,
C001641,2026-07-30,human,Hiba,Northbank Chophouse,5558781411,POS Validated,IRONCLAD,Michael Williams,Co-Owner,Tue/Thu mornings,
C001791,2026-07-21,ai,dialler-02,Tallgrass Kitchen Restaurant,+1 555 461 1580,Callback,,,,,
C001877,2026-06-18,human,Hiba,Sixpence Brasserie,(555) 502-7701,No Answer,,,,,
C000764,2026-06-22,ai,dialler-01,Wren Oyster Bar,(555) 495-4355,No Answer,,,,,
C000254,2026-06-22,human,Fatima,Copper Taqueria,5559566985,Callback,,,,,
C000324,2026-06-25,ai,dialler-02,Jackdaw Steakhouse,555-591-4619,POS Validated,ironcladpos,,,,
C000657,2026-07-20,human,Hiba,The Saffron To Go,+1 555 189 2128,Not reached,,,,,
C001762,2026-07-01,human,Zara,Plumb Smokehouse Restaurant,555-679-4118,No Answer,,,,,
C000835,2026-07-24,human,Hiba,Tallgrass Tavern,555-231-6037,Gatekeeper,,,,,
C001287,2026-07-15,human,Hiba,Warbler Juice Bar,555-829-9059,Gatekeeper,,,,,
C001801,2026-07-19,ai,dialler-01,Thistle Kiosk,+15553149176,Gatekeeper,,,,,
C001853,2026-06-18,ai,dialler-03,Persimmon Cantina,555-471-3993,No Answer,,,,,
C001401,2026-07-08,human,Zara,Zephyr Bakery,+15553349559,POS Validated,Vellum Restaurant,,,,
C001028,2026-06-21,human,Layla,YARROW CANTINA,(555) 893-5560,No Answer,,,,,
C001825,2026-07-12,ai,dialler-03,The Redbird Boba 1,+1 555 101 7251,Data capture incomplete,,Elena Brown,,,
C000188,2026-06-22,ai,dialler-03,Nine Bridges Bakery,5551424665,No Answer,,,,,
C001804,2026-07-03,ai,dialler-01,Sparrow Steakhouse,555-879-5176,Data capture incomplete,,,,,
C000722,2026-06-13,ai,dialler-02,Inkwell Trattoria,555-339-6156,POS Validated,Cadence Mini,,,,
C001115,2026-07-17,ai,dialler-02,The Pike Grill,555-728-9782,No Answer,,,,,
C001636,2026-06-17,human,Zara,Foxglove Smokehouse,(555) 282-3650,Not reached,,,,,
C001754,2026-07-12,ai,dialler-02,Redbird Trattoria,(555) 477-6683,Gatekeeper,,,,,
C000470,2026-07-22,human,Hiba,Magpie Tavern,5558699421,Gatekeeper,,,,,
C001736,2026-07-24,ai,dialler-01,Palisade Trattoria,(555) 713-2210,No Answer,,,,,
C000165,2026-07-30,human,Hiba,Dovetail Alehouse,+15553615085,Data capture incomplete,,Tony Rossi,,,
C001702,2026-06-19,ai,dialler-02,Foxtail Cantina,(555) 929-7546,No Answer,,,,,
C001271,2026-06-22,ai,dialler-01,Redbird Steakhouse,555-435-9184,Callback,,,,,
C001773,2026-06-27,ai,dialler-01,Rosewater Steakhouse Restaurant,555.341.8261,Data capture incomplete,,Frank Novak,,,
C001631,2026-07-03,human,Layla,Thicket Counter,+1 555 325 2383,Data capture incomplete,,,,,
C000407,2026-07-11,human,Sana,Verde Cantina - Ferrymead,5559180430,POS Validated,rivet,Frank Novak,Owner,Tue/Thu mornings,
C001171,2026-06-24,human,Hiba,Kingfisher Kiosk,555-166-3991,POS Validated,Fern Post,Paul Le,General Manager,,paul.le@kingfisherkiosk.example
C000942,2026-07-17,ai,dialler-02,TALLGRASS DINING ROOM,+15558569032,Callback,,,,,
C000169,2026-06-10,ai,dialler-02,Loam Bistro,5551485078,Gatekeeper,,,,,
C000837,2026-07-03,human,Layla,Hearth Alehouse Restaurant,(555) 258-7936,POS Validated,Meridian (legacy),Elena Bianchi,Operations Manager,,
C000803,2026-07-14,ai,dialler-03,Verde Smokehouse Verano Bay,+15553551152,POS Validated,Ironclad POS,,,,
C000884,2026-06-19,human,Hiba,Bluebird Taqueria,555-565-8909,Data capture incomplete,,Ahmed Reyes,,,
C001102,2026-07-27,human,Sana,Little Bear Chophouse,555-859-9691,Gatekeeper,,,,,
C000635,2026-07-27,human,Hiba,Rambler Boba - Windrow,555.441.2099,Callback,,,,,
C001252,2026-07-22,human,Layla,Dovetail Cafe Restaurant,555-520-0975,Callback,,,,,
C001278,2026-07-31,ai,dialler-01,Tidewater Coffee,555-525-6517,Callback,,,,,
C001383,2026-07-04,human,Hiba,Northbank Grill,555.744.5746,Data capture incomplete,,,,,
C001132,2026-07-03,human,Layla,Persimmon House,+1 555 411 4412,Data capture incomplete,,,,,
C000969,2026-07-04,ai,dialler-03,Tin Roof Wine Bar,+1 555 952 8676,Gatekeeper,,,,,
C001671,2026-07-30,human,Zara,Lantern Taqueria,555.290.3469,No Answer,,,,,
C000852,2026-07-27,ai,dialler-03,Larkspur Room,5558719127,POS Validated,vellum,,,,
C000199,2026-06-19,ai,dialler-02,Thistle Supper Club,+15558464523,Data capture incomplete,,,,,
C000859,2026-07-30,ai,dialler-03,Bramble Cantina,+1 555 201 0991,POS Validated,Vellum Restaurant,,,,
C001376,2026-07-27,human,Zara,Inkwell Steakhouse,5558228998,Callback,,,,,
C000518,2026-08-02,ai,dialler-02,Ironwood Alehouse Restaurant,+1 555 533 9203,POS Validated,Vellum Restaurant,Angela Patel,GM,Mon-Fri 10am-12pm,
C001803,2026-06-24,human,Sana,Thistle Kiosk - Ashgrove,555.314.9176,POS Validated,IRONCLAD,Nadia Doyle,Owner,,
C000957,2026-07-28,human,Fatima,Foxtail Dining Room,(555) 242-9729,No Answer,,,,,
C001672,2026-07-24,human,Sana,Foxtail Grill Verano Bay,+15551926335,No Answer,,,,,
C001824,2026-07-10,ai,dialler-01,Redbird Boba 1,+15551017251,Callback,,,,,
C000812,2026-06-19,ai,dialler-01,Oxbow Cafe,555.730.3997,Callback,,,,,
C001871,2026-06-22,human,Sana,Jackdaw Oyster Bar,+1 555 462 6327,Callback,,,,,
C000720,2026-06-25,human,Sana,Rambler Brasserie Restaurant,+15552268187,Data capture incomplete,,Deborah Le,,,
C000795,2026-07-10,ai,dialler-02,The Tin Roof Chophouse,555-928-7868,Gatekeeper,,,,,
C000371,2026-07-01,human,Hiba,Wren Brasserie,555-392-2127,Not reached,,,,,
C000817,2026-07-28,ai,dialler-02,Larkspur Donuts,(555) 147-3921,Data capture incomplete,,,,,
C000684,2026-07-01,ai,dialler-03,Thicket Sandwich Shop,5559007607,Not reached,,,,,
C001703,2026-07-18,human,Layla,Foxtail Cantina,(555) 929-7546,Data capture incomplete,,Sean Novak,,,
C001769,2026-06-25,ai,dialler-02,Blue Heron Taqueria,+1 555 522 9877,No Answer,,,,,
C000257,2026-06-27,human,Hiba,Sable Bakery,555.682.1882,No Answer,,,,,
C000055,2026-07-10,human,Zara,The Oxbow Kiosk,5555290135,Callback,,,,,
C001524,2026-07-19,ai,dialler-01,MARROW SANDWICH SHOP,+1 555 290 7276,No Answer,,,,,
C001172,2026-06-18,human,Hiba,Kingfisher Kiosk,+15551663991,No Answer,,,,,
C001817,2026-07-18,human,Hiba,Fallowfield Steakhouse,(555) 334-6929,POS Validated,Ironclad POS,,,,
C001389,2026-07-28,human,Fatima,Cardinal Smokehouse Verano Bay,555.376.4216,Callback,,,,,
C001264,2026-07-23,human,Hiba,Gallow Taqueria,555-561-2338,No Answer,,,,,
C000475,2026-06-15,ai,dialler-01,Yarrow Donuts,+1 555 839 4390,Callback,,,,,
C000668,2026-06-24,ai,dialler-01,Bellwether Smoothie 1,5557810274,No Answer,,,,,
C001216,2026-07-15,human,Hiba,Marrow Chophouse,5556278071,No Answer,,,,,
C000952,2026-06-18,ai,dialler-02,Little Bear Creamery - Rivera District,(555) 203-9178,POS Validated,Ironclad,,,,
C000596,2026-07-20,human,Sana,Bramble Kitchen,+1 555 596 1384,Callback,,,,,
C000632,2026-06-13,human,Fatima,The Motherland Boba,+1 555 349 9784,No Answer,,,,,
C001497,2026-08-02,human,Sana,The Copper Smokehouse,+1 555 289 7402,No Answer,,,,,
C001203,2026-06-15,human,Fatima,Pike Cantina,(555) 484-7090,POS Validated,Orbit,,,,
C000360,2026-06-21,human,Zara,The Orchard Trattoria,(555) 175-1932,Callback,,,,,
C000029,2026-07-15,ai,dialler-03,Inkwell Sandwich Shop,555.168.6049,Callback,,,,,
C001680,2026-07-17,ai,dialler-03,Anchor Coffee 1,(555) 389-3556,POS Validated,vellum pos,Priya Andino,Owner,Tue/Thu mornings,priya.andino@anchorcoffee1.example
C001061,2026-07-10,ai,dialler-01,Saffron Table,+1 555 846 9957,POS Validated,Meridian,,,,
C000078,2026-06-12,human,Sana,Anchor Dining Room - Sablewood,(555) 531-4902,No Answer,,,,,
C001682,2026-06-28,human,Layla,Driftwood Bistro,+1 555 209 3962,Data capture incomplete,,Rachel Kim,,,
C001574,2026-07-30,ai,dialler-02,Tallgrass Juice Bar,(555) 885-5869,POS Validated,cadence,,,,
C000882,2026-06-25,ai,dialler-01,Rosewater Creamery,+1 555 641 1306,Gatekeeper,,,,,
C000928,2026-07-31,ai,dialler-02,The Saffron Kitchen,5559982953,Not reached,,,,,
C000122,2026-07-21,human,Zara,Cobalt Taqueria,5552421700,Callback,,,,,
C000902,2026-06-20,human,Sana,Vesper Alehouse Restaurant,+1 555 780 8383,POS Validated,Vellum,Robert Kowalski,Owner,,
C001533,2026-07-27,human,Zara,Prairie Kitchen Verano Bay,+15552357387,No Answer,,,,,
C000311,2026-06-11,human,Layla,Fallowfield Grill,555-464-5566,Not reached,,,,,
C001795,2026-07-13,human,Layla,ORCHARD SUPPER CLUB,+1 555 613 4307,POS Validated,BlueCrest,,,,
C000141,2026-06-20,ai,dialler-03,HERON CAFE,(555) 956-7375,Callback,,,,,
C001281,2026-07-25,ai,dialler-02,Gallow Dining Room,(555) 115-6880,No Answer,,,,,
C001608,2026-08-01,ai,dialler-01,Little Bear Wine Bar,555-429-7781,POS Validated,Northstar Restaurant,,,,
C001425,2026-07-03,human,Hiba,Mercado Coffee - Quarry End,555-850-9445,Gatekeeper,,,,,
C000537,2026-07-10,human,Zara,Wildwood Chophouse,5556266371,POS Validated,Vellum,Jennifer Okafor,GM,Weekdays after 3pm,
C000405,2026-06-28,ai,dialler-01,Sparrow Dining Room,555-978-3045,Callback,,,,,
C001392,2026-07-07,human,Hiba,Golden Hour Supper Club,(555) 857-2650,POS Validated,ironclad,Nicole Patel,Co-Owner,,
C001696,2026-06-29,ai,dialler-02,Salt & Vine Dining Room,5551177663,Not reached,,,,,
C001053,2026-07-11,ai,dialler-02,Cinder Wine Bar - Lantern Hill,+15556129570,Callback,,,,,
C000402,2026-06-24,ai,dialler-01,VIOLET CHOPHOUSE,+1 555 790 1402,POS Validated,meridian,,,,
C000592,2026-06-09,human,Sana,Ironwood Creamery - Miradero,+15558516826,POS Validated,cadence,Omar Garcia,Owner,Mon-Fri 10am-12pm,
C000598,2026-07-16,human,Hiba,Bramble Kitchen,5555961384,Callback,,,,,
C000780,2026-07-04,human,Layla,Olive & Ash Deli - Windrow,+1 555 835 1691,No Answer,,,,,
C001699,2026-06-24,ai,dialler-02,SALT & VINE DINING ROOM,+15551177663,No Answer,,,,,
C001448,2026-06-22,ai,dialler-01,Roan Boba,(555) 725-9463,Not reached,,,,,
C001025,2026-07-01,ai,dialler-01,Thicket Steakhouse,5555541251,Gatekeeper,,,,,
C000302,2026-07-16,ai,dialler-03,Yarrow Cafe,555-278-9922,POS Validated,Meridian Cloud POS,,,,
C000089,2026-07-03,human,Hiba,Wildwood Trattoria - Greenhithe,+15557296161,Callback,,,,,
C000118,2026-06-26,ai,dialler-03,Pike Chophouse,555-389-2581,Not reached,,,,,
C000393,2026-07-12,human,Hiba,Oxbow Wine Bar,555.172.4615,No Answer,,,,,
C001505,2026-07-20,ai,dialler-03,Plumb Bistro,555-470-6197,Not reached,,,,,
C000381,2026-07-26,human,Layla,Umber Supper Club,5555720830,Callback,,,,,
C000547,2026-06-09,human,Layla,Kinship Kitchen,5551491298,Callback,,,,,
C000995,2026-06-15,ai,dialler-03,Motherland Dining Room,555.294.6802,Not reached,,,,,
C000681,2026-07-11,human,Zara,Basil & Bone Taqueria,+15557138013,Data capture incomplete,,,,,
C000391,2026-06-23,human,Fatima,Nine Bridges Table - Kingsway,+15557048580,Not reached,,,,,
C001472,2026-06-17,human,Hiba,Juniper Steakhouse - Ashgrove,(555) 695-2761,Not reached,,,,,
C000229,2026-07-12,ai,dialler-02,Quarry Creamery 1,555.618.4435,Callback,,,,,
C000427,2026-06-20,ai,dialler-02,Kettle Cafe,555.117.4161,POS Validated,Ironclad POS,,,,
C001683,2026-07-25,ai,dialler-02,Driftwood Bistro,(555) 209-3962,Gatekeeper,,,,,
C001511,2026-06-20,human,Zara,Pike Dining Room,+1 555 959 1809,POS Validated,Meridian (legacy),,,,
C000268,2026-06-20,ai,dialler-01,Harrow Creamery,555-521-3346,Gatekeeper,,,,,
C001245,2026-06-21,human,Hiba,Golden Hour Osteria,5554352649,Callback,,,,,
C001037,2026-07-27,ai,dialler-01,CARDINAL TAQUERIA,555.307.7951,POS Validated,Cadence POS,,,,
C001232,2026-07-03,ai,dialler-01,Sparrow Taqueria,5558521796,Callback,,,,,
C001090,2026-07-25,human,Sana,Sixpence Deli,+1 555 623 1825,Gatekeeper,,,,,
C001384,2026-06-14,human,Hiba,Zephyr Steakhouse,+15556462220,Not reached,,,,,
C001581,2026-07-17,ai,dialler-03,Kinship Room,555.927.4700,POS Validated,vellum pos,,,,
C000294,2026-07-30,ai,dialler-03,Blue Heron Room,555-549-8674,No Answer,,,,,
C001504,2026-07-22,ai,dialler-03,Ember Creamery,555-719-2840,No Answer,,,,,
C001393,2026-06-16,ai,dialler-02,Bellwether Smokehouse,5557538435,Not reached,,,,,
C000219,2026-07-12,ai,dialler-01,Umber Kitchen,(555) 449-8678,Gatekeeper,,,,,
C001099,2026-07-30,human,Zara,Sorrel House Verano Bay,555-461-8937,Not reached,,,,,
C001143,2026-06-18,ai,dialler-03,Heron Steakhouse,5558429338,Data capture incomplete,,Beatriz Singh,,,
C000975,2026-06-16,human,Sana,Violet Bistro,(555) 412-0168,Not reached,,,,,
C000972,2026-06-09,human,Hiba,Tin Roof Wine Bar,+1 555 952 8676,Gatekeeper,,,,,
C001402,2026-06-21,human,Layla,Zephyr Bakery,5553349559,Callback,,,,,
C000084,2026-07-25,ai,dialler-03,Fernwood Smokehouse,+1 555 798 7288,Gatekeeper,,,,,
C001254,2026-07-27,ai,dialler-01,Blue Heron Oyster Bar,555.665.0346,Data capture incomplete,,Nicole Okafor,,,
C001470,2026-06-27,ai,dialler-02,Nettle Cantina,(555) 685-8158,Data capture incomplete,,Christina Patel,,,
C001063,2026-06-20,ai,dialler-01,Cobalt Bakery,555-515-1007,Data capture incomplete,,,,,
C000108,2026-07-01,ai,dialler-01,OXBOW TABLE,555-925-5921,Callback,,,,,
C000575,2026-06-15,human,Zara,Olive & Ash Room Restaurant,+15551733531,Not reached,,,,,
C001297,2026-07-05,ai,dialler-03,Fernwood Chophouse,+15557942510,Data capture incomplete,,Carlos Le,,,
C000744,2026-06-24,ai,dialler-02,Cardinal Smoothie - Bayview Flats,555.456.3086,No Answer,,,,,
C000121,2026-06-13,human,Layla,Cobalt Taqueria,(555) 242-1700,No Answer,,,,,
C000727,2026-06-16,ai,dialler-01,Verde Deli 1,(555) 558-8043,Not reached,,,,,
C000345,2026-06-24,human,Sana,The Olive & Ash Juice Bar 1 2,+15559386758,POS Validated,ironcladpos,,,,
