source_row_id,source_platform,scraped_date,name,address,city,postcode,neighbourhood,phone,website,cuisine,price_band,rating,review_count,fullservice_keyword_filter,fullservice_llm_filter,fullservice_llm_confidence,pos_system,pos_signal,pos_eligibility,chain_size_bucket,restaurant_group
R002222,bookwell,2026-07-20,Roan Chophouse,5038 South Bayard Avenue,Verano Bay,40350,Rivera District,555.702.1453,,Polish,$,4.3,710,pass,pass,0.77,-,none,unknown,SME,
R003300,tablefind,2026-07-05,The Tidewater Brasserie,6650 W Wexley Boulevard,Verano Bay,40577,Sablewood,+1 555 733 1082,https://www.tidewaterbrasserie.example,Barbecue,$$,4.6,1800,pass,pass,0.85,Meridian Cloud,website_fingerprint,pass,large,Tidewater Inc
R001110,bookwell,2026-07-06,ROAN TAVERN,2103 S Tarrow Street,Verano Bay,40349,Templeton,+1 555 565 5033,https://www.roantavern.example,Korean,$$$,3.4,194,pass,pass,0.95,unknown,none,unknown,SME,
R002473,roamly,2026-07-14,Thistle Kiosk 1,1528 W Calder St,Verano Bay,40364,Bayview Flats,+1 555 967 4153,,Spanish,$$$,3.8,92,pass,fail,0.79,N/A,none,unknown,SME,
R001044,bookwell,2026-07-03,PRAIRIE HOUSE,1145 N Serra Rd,Verano Bay,40708,Stillwater,555.140.0334,https://www.prairiehouse.example,Barbecue,$$,4.1,761,pass,pass,0.98,n/a,none,unknown,SME,
R002622,dineline,2026-07-17,The Lantern Food Truck,4835 West Serra Ave,Verano Bay,40542,Harbor Point,5559886886,https://www.lanternfoodtruck.example,Mediterranean,$,3.6,679,fail,fail,0.72,n/a,none,unknown,SME,
R000653,dineline,2026-07-19,Loam Smokehouse,3609 S Mallow St,Verano Bay,40421,Corvo Heights,5558470910,https://www.loamsmokehouse.example,Greek,$$$$,4.1,685,pass,pass,0.77,n/a,none,unknown,SME,
R001178,dineline,2026-07-07,Golden Hour Trattoria,6896 West Calder Street,Verano Bay,40389,Palisade Park,5559256216,https://www.goldenhourtrattoria.example,Korean,$$$$,3.9,882,pass,pass,0.74,Vellum Restaurant,website_fingerprint,pass,SME,
R000142,dineline,2026-07-26,Violet Kitchen,5116 N Prospect Rd,Verano Bay,40230,Sablewood,,https://www.violetkitchen.example,Steakhouse,$$,3.6,1611,pass,pass,0.75,unknown,none,unknown,SME,
R002299,dineline,2026-07-08,Motherland Smoothie,1222 S Rivermead Blvd,Verano Bay,40206,Quarry End,+15555707856,https://www.motherlandsmoothie.example,Mexican,$,4.2,153,pass,fail,0.77,UNKNOWN,none,unknown,SME,
R003279,tablefind,2026-07-20,Mercado Osteria,6762 N Ashfield Rd,Verano Bay,40361,Marisol,555.850.0328,https://www.mercadoosteria.example,Contemporary,$$$,3.6,148,pass,pass,0.92,unknown,none,unknown,large,Mercado Inc
R001210,roamly,2026-07-06,Zephyr Supper Club,247 E Calder Ave,Verano Bay,40276,Bayview Flats,555.361.9659,,Japanese,$$,4.2,1069,pass,pass,0.79,Unknown,none,unknown,SME,
R000717,atlasmaps,2026-07-27,PERSIMMON STEAKHOUSE,4275 E Cortez Ave,Verano Bay,40399,Corvo Heights,+1 555 808 5136,https://www.persimmonsteakhouse.example,Italian,$$$,4.6,1979,pass,pass,0.9,Rivet Pay,website_fingerprint,fail,SME,
R003249,roamly,2026-07-23,Halcyon Supper Club,3958 N Vance Ave,Verano Bay,40570,Old Mill,5555883399,https://www.halcyonsupperclub.example,Peruvian,$,3.4,825,pass,pass,0.74,UNKNOWN,none,unknown,mid-cap,Halcyon Group
R001974,bookwell,2026-07-24,The Copper Wine Bar,3451 East Ashfield Street,Verano Bay,40196,Ferrymead,5557533410,https://www.copperwinebar.example,Mexican,$$,4.6,1978,pass,pass,0.95,,none,unknown,SME,
R002003,dineline,2026-07-04,Little Bear Cantina - Sunfield,4759 West Quinton Street,Verano Bay,40149,Lantern Hill,555-116-9646,https://www.littlebearcantina.example,Thai,$$,4.8,1597,pass,pass,0.84,unknown,none,unknown,SME,
R001255,bookwell,2026-07-21,Marigold Bistro,1390 West Fennimore Avenue,Verano Bay,40662,Windrow,+1 555 237 0248,https://www.marigoldbistro.example,Greek,$$,4.2,1565,pass,pass,0.88,n/a,none,unknown,SME,
R002776,roamly,2026-07-27,Nettle Deli,309 S Serra Blvd,Verano Bay,40512,Miradero,+15551934107,,Thai,$$$,3.4,630,pass,fail,0.75,UNKNOWN,none,unknown,SME,
R000057,bookwell,2026-07-13,Little Wine Bar,3808 E Serra St,Verano Bay,40440,Sunfield,555.895.4394,https://www.littlewinebar.example,Peruvian,$$,3.6,1215,pass,pass,0.73,ironcladpos,website_fingerprint,fail,SME,Little Bear Group
R000747,dineline,2026-07-27,Bramble Smokehouse,7926 S Rivermead Blvd,Verano Bay,40396,Quarry End,5552560896,https://www.bramblesmokehouse.example,Indian,$$$,3.8,964,pass,pass,0.97,not found,none,unknown,SME,
R002595,roamly,2026-07-24,Little Bear Creamery Restaurant,2277 East Mallow Boulevard,Verano Bay,40513,Ferrymead,+1 555 203 9178,https://www.littlebearcreamery.example,Japanese,$$,4.7,134,pass,fail,0.98,UNKNOWN,none,unknown,SME,
R001261,bookwell,2026-07-12,Rookery Oyster Bar,3060 W Lindmere Ave,Verano Bay,40148,Stillwater,555-782-6119,https://www.rookeryoysterbar.example,Barbecue,$,3.6,666,pass,pass,0.91,N/A,none,unknown,SME,
R003190,tablefind,2026-07-17,Saffron Osteria Restaurant,"2368 E Bayard Blvd, Verano Bay",Verano Bay,40616,Stillwater,+15556765973,https://www.saffronosteria.example,Contemporary,$$$$,4.0,1246,pass,pass,0.84,Unknown,none,unknown,mid-cap,Saffron Group
R003415,roamly,2026-07-27,GOLDEN HOUR TAVERN,4679 East Mallow Avenue,Calla Ridge,40703,,555-640-2916,https://www.goldenhourtavern.example,Indian,$$,4.4,538,pass,pass,0.91,Unknown,none,unknown,SME,
R002475,tablefind,2026-07-15,The Thistle Kiosk 1,1528 West Calder Street,Verano Bay,40618,Bayview Flats,(555) 967-4153,,Spanish,$$$,3.4,98,pass,fail,0.88,unknown,none,unknown,SME,
R000017,dineline,2026-07-22,Verde Table,2938 E Halloway Rd,Verano Bay,40421,Cedar Cross,555.653.4977,https://www.verdetable.example,Spanish,$$$,3.6,1080,pass,pass,0.84,Meridian Cloud POS,website_fingerprint,pass,SME,Verde Restaurant Group
R000838,atlasmaps,2026-07-03,Bramble Cantina,5001 East Ashfield Street,Verano Bay,40163,Quarry End,,https://www.bramblecantina.example,Italian,$$,4.3,1653,pass,pass,0.94,not found,none,unknown,SME,
R001488,dineline,2026-07-08,Motherland Dining Room,3482 E Cortez Blvd,Verano Bay,40598,Windrow,555.294.6802,https://www.motherlanddiningroom.example,Korean,$$,4.0,115,pass,pass,0.98,unknown,none,unknown,SME,
R000291,roamly,2026-07-27,Sparrow Dining Room - Fox Hollow,3960 East Prospect Avenue,Verano Bay,40270,Sunfield,5559783045,,Thai,$$$$,3.3,174,pass,pass,0.82,N/A,none,unknown,SME,
R001639,tablefind,2026-07-19,Palisade Bistro,5907 E Mallow Ave,Verano Bay,40789,Corvo Heights,555.372.8108,,Peruvian,$$$,4.5,705,pass,pass,0.9,N/A,none,unknown,SME,
R002151,tablefind,2026-07-19,Blue Heron House,3639 East Tarrow Rd,Verano Bay,40598,Cedar Cross,+15553815052,https://www.blueheronhouse.example,Spanish,$$,3.9,160,pass,pass,0.73,,none,unknown,SME,
R002050,tablefind,2026-07-12,Dovetail Kitchen,6986 S Fennimore Rd,Verano Bay,40244,Cedar Cross,+1 555 472 4400,https://www.dovetailkitchen.example,Ethiopian,$$,3.6,1346,pass,pass,0.91,,none,unknown,SME,
R001814,tablefind,2026-07-23,Hearth Osteria,5393 S Lindmere St,Verano Bay,40451,Quarry End,555.569.3834,https://www.hearthosteria.example,Spanish,$$$,3.8,1960,pass,pass,0.95,,none,unknown,SME,
R003042,civicpages,2026-07-25,Verde Counter,4082 South Fennimore Rd,Verano Bay,40342,Calder Park,555.940.2397,,Spanish,$$$,4.4,238,pass,fail,0.74,N/A,none,unknown,SME,
R003362,roamly,2026-07-25,Loam Bistro,7235 West Prospect Blvd,Verano Bay,40145,Windrow,+1 555 148 5078,https://www.loambistro.example,Contemporary,$$,4.2,639,pass,pass,0.95,UNKNOWN,none,unknown,large,Loam Inc
R000656,roamly,2026-07-19,Understory Wine Bar - Palisade Park,"1355 W Fennimore Rd, Verano Bay",Verano Bay,40283,Bayview Flats,(555) 366-3705,https://www.understorywinebar.example,Mexican,$$,3.9,1493,pass,pass,0.77,-,none,unknown,SME,
R000877,roamly,2026-07-08,Loam Brasserie,175 E Prospect St,Verano Bay,40153,Calder Park,555-805-4052,https://www.loambrasserie.example,Polish,$$$$,4.4,1339,pass,pass,0.76,,none,unknown,SME,
R002815,tablefind,2026-07-21,Bluebird Kiosk,1951 W Prospect Road,Verano Bay,40148,Miradero,,https://www.bluebirdkiosk.example,Barbecue,$$,3.9,1377,fail,fail,0.84,n/a,none,unknown,SME,
R002346,bookwell,2026-07-28,Pike Express Verano Bay,5697 North Mallow Boulevard,Verano Bay,40406,Harbor Point,555.828.8303,https://www.pikeexpress.example,Polish,$$,3.9,658,fail,fail,0.78,Cadence Station,website_fingerprint,fail,SME,
R001041,bookwell,2026-07-11,Saffron Tavern,5342 West Prospect St,Verano Bay,40230,Bayview Flats,5551669436,https://www.saffrontavern.example,Vietnamese,$$,4.5,945,pass,pass,0.88,N/A,none,unknown,SME,
R000939,tablefind,2026-07-20,Roan Room,1657 W Tarrow St,Verano Bay,40327,Ashgrove,555.145.5580,,Greek,$$,3.5,281,pass,pass,0.74,UNKNOWN,none,unknown,SME,
R000712,dineline,2026-07-12,Kingfisher Osteria Restaurant,"5041 N Halloway Blvd, Verano Bay",Verano Bay,40618,Sablewood,(555) 646-5444,,Polish,$$$,4.7,1557,pass,pass,0.8,-,none,unknown,SME,
R000322,dineline,2026-07-10,UNDERSTORY KITCHEN,7478 South Lindmere Avenue,Verano Bay,40493,Ferrymead,5557895883,,Seafood,$$,4.5,709,pass,pass,0.8,UNKNOWN,none,unknown,SME,
R000753,bookwell,2026-06-30,Dovetail Tavern,1185 N Quinton Blvd,Verano Bay,40271,Windrow,(555) 500-3511,,Mexican,$$$,4.3,1137,pass,pass,0.8,N/A,none,unknown,SME,
R001094,tablefind,2026-07-08,Cinder Oyster Bar,863 East Cortez Road,Verano Bay,40295,Fox Hollow,5556919813,,Seafood,$$$$,5.0,605,pass,pass,0.81,unknown,none,unknown,SME,
R001887,atlasmaps,2026-06-30,Tidewater Trattoria,6545 N Ashfield St,Verano Bay,40371,Stillwater,+1 555 798 0119,https://www.tidewatertrattoria.example,Indian,$$$,4.2,56,pass,pass,0.8,-,none,unknown,SME,
R003057,roamly,2026-07-02,Rambler Food Truck,2764 W Rivermead Ave,Verano Bay,40336,Marisol,+1 555 344 4536,https://www.ramblerfoodtruck.example,Italian,$$$,4.5,1753,fail,fail,0.81,unknown,none,unknown,SME,
R000562,roamly,2026-07-25,Saffron Grill,6970 W Calder Ave,Verano Bay,40583,Ferrymead,+1 555 274 3879,https://www.saffrongrill.example,Spanish,$$,4.7,227,pass,pass,0.78,,none,unknown,SME,
R001741,atlasmaps,2026-07-23,Tin Roof Steakhouse,924 S Wexley Rd,Verano Bay,40156,Templeton,555.980.6648,https://www.tinroofsteakhouse.example,Japanese,$$,4.3,762,pass,pass,0.91,-,none,unknown,SME,
R001471,roamly,2026-07-28,Heron Room Restaurant,"2943 N Tarrow Blvd, Verano Bay",Verano Bay,40653,Quarry End,555.948.7735,https://www.heronroom.example,Barbecue,$$$,3.6,288,pass,pass,0.93,Meridian,website_fingerprint,pass,SME,
R002664,atlasmaps,2026-06-30,The Copper Deli,3592 W Quinton Ave,Verano Bay,40351,Sablewood,555-321-9027,https://www.copperdeli.example,Peruvian,$$$,3.7,404,pass,fail,0.74,Unknown,none,unknown,SME,
R000366,roamly,2026-07-05,The Olive & Ash House,4456 N Quinton Blvd,Verano Bay,40573,Harbor Point,5552673680,https://www.oliveashhouse.example,Steakhouse,$$,4.0,188,pass,pass,0.99,N/A,none,unknown,SME,
R000856,atlasmaps,2026-07-05,The Thistle Dining Room,7277 North Vance Rd,Verano Bay,40205,Stillwater,555.449.0004,https://www.thistlediningroom.example,Mediterranean,$$,4.4,918,pass,pass,0.82,FERNPOST,website_fingerprint,fail,SME,
R000841,tablefind,2026-07-28,Hearth Bistro,5033 E Lindmere St,Verano Bay,40288,Fox Hollow,+15558207049,https://www.hearthbistro.example,Indian,$$,4.0,271,pass,pass,0.78,-,none,unknown,SME,
R002530,dineline,2026-07-15,Bellwether Coffee,1782 W Calder St,Verano Bay,40128,Bramble Row,+15559632517,https://www.bellwethercoffee.example,Vietnamese,$$$,4.4,1734,fail,fail,0.94,Cadence Station,website_fingerprint,fail,SME,
R000629,tablefind,2026-07-24,Pike Supper Club,5503 S Rivermead Rd,Verano Bay,40717,Sablewood,555.654.0328,https://www.pikesupperclub.example,Japanese,$$$,4.7,940,pass,pass,0.85,Unknown,none,unknown,SME,
R001759,roamly,2026-07-05,WREN TAVERN,4124 East Prospect Avenue,Verano Bay,40332,Marisol,555-127-2020,https://www.wrentavern.example,Mexican,$$$,4.2,1025,pass,pass,0.77,vellum,website_fingerprint,pass,SME,
R000963,civicpages,2026-07-11,Plumb Tavern,2682 W Rivermead Rd,Verano Bay,40234,Alder Heights,+15553505028,https://www.plumbtavern.example,Greek,$,4.6,84,pass,pass,0.78,Saltbox,website_fingerprint,fail,SME,
R001468,roamly,2026-07-20,Sixpence Oyster Bar,1524 S Prospect Ave,Verano Bay,40171,Harbor Point,555-300-9205,https://www.sixpenceoysterbar.example,Greek,$$$,4.6,1837,pass,pass,0.86,Unknown,none,unknown,SME,
R003097,bookwell,2026-07-25,Silverfin Chophouse,4783 N Prospect Blvd,Verano Bay,40510,Kingsway,555.657.0823,https://www.silverfinchophouse.example,Mexican,$$$$,4.4,679,pass,pass,0.72,UNKNOWN,none,unknown,mid-cap,Silverfin Group
R002872,tablefind,2026-07-11,Palisade Express 1,7712 W Mallow Blvd,Verano Bay,40729,Palisade Park,+1 555 890 5456,,Korean,$$$$,4.0,1499,fail,fail,0.87,-,none,unknown,SME,
R002259,dineline,2026-07-17,Amber Cafe,2805 N Lindmere Ave,Verano Bay,40581,Kingsway,555-653-7967,https://www.ambercafe.example,Polish,$$,3.5,24,pass,fail,0.9,unknown,none,unknown,SME,
R001269,roamly,2026-07-07,Palisade Smokehouse,1574 E Bayard Street,Verano Bay,40299,Fox Hollow,555-606-1400,https://www.palisadesmokehouse.example,Steakhouse,$$,4.3,183,pass,pass,0.75,unknown,none,unknown,SME,
R001295,tablefind,2026-07-08,Orchard Taqueria,7068 South Tarrow Ave,Verano Bay,40613,Sablewood,555-758-3881,https://www.orchardtaqueria.example,Spanish,$$,3.3,861,pass,pass,0.88,,none,unknown,SME,
R000233,bookwell,2026-07-15,Dovetail Smokehouse,4562 W Bayard Rd,Verano Bay,40321,Calder Park,5556238933,https://www.dovetailsmokehouse.example,Contemporary,$$,4.0,401,pass,pass,0.98,Cadence POS,website_fingerprint,fail,SME,
R002631,roamly,2026-07-20,Quill Donuts Verano Bay,819 N Mallow Blvd,Verano Bay,40357,Sunfield,5552874042,https://www.quilldonuts.example,Vietnamese,$$$$,4.4,1645,fail,fail,0.9,Unknown,none,unknown,SME,
R002100,civicpages,2026-07-07,Kinship Trattoria,5836 N Vance St,Verano Bay,40185,Old Mill,555.128.6091,,Mediterranean,$$$$,4.2,303,pass,pass,0.87,,none,unknown,SME,
R003426,bookwell,2026-07-11,Alder Osteria,3793 S Ashfield Blvd,Northmoor,40515,,555.921.3057,https://www.alderosteria.example,Mexican,$,4.2,73,pass,pass,0.91,n/a,none,unknown,SME,
R000350,roamly,2026-07-08,Gallow House,985 E Ashfield Rd,Verano Bay,40330,Templeton,+15559008040,https://www.gallowhouse.example,Polish,$$$,3.4,2090,pass,pass,0.79,-,none,unknown,SME,
R003129,roamly,2026-07-21,Tidewater Bistro,2520 S Wexley St,Verano Bay,40661,Palisade Park,+15558514723,https://www.tidewaterbistro.example,Peruvian,$$$$,3.4,32,pass,pass,0.96,,none,unknown,mid-cap,Tidewater Group
R001440,bookwell,2026-07-25,Amber Grill,1603 N Quinton Rd,Verano Bay,40355,Alder Heights,(555) 344-3772,https://www.ambergrill.example,Italian,$$$,3.6,1916,pass,pass,0.87,Unknown,none,unknown,SME,
R001990,dineline,2026-07-20,Sixpence Dining Room,6931 N Vance Blvd,Verano Bay,40341,Templeton,+1 555 738 8037,,Vietnamese,$$$,4.5,1519,pass,pass,0.79,Unknown,none,unknown,SME,
R000535,roamly,2026-07-14,Basil & Bone Kitchen,5789 E Lindmere Blvd,Verano Bay,40542,Stillwater,(555) 882-8043,https://www.basilbonekitchen.example,Steakhouse,$,4.1,869,pass,pass,0.81,,none,unknown,SME,
R001393,civicpages,2026-07-23,Copper Smokehouse,854 W Mallow Rd,Verano Bay,40630,Quarry End,555-289-7402,https://www.coppersmokehouse.example,Japanese,$$$$,3.7,418,pass,pass,0.77,-,none,unknown,SME,
R003307,bookwell,2026-07-10,Orchard Wine Bar,7956 S Serra St,Verano Bay,40261,Bramble Row,555-467-4585,https://www.orchardwinebar.example,French,$,4.2,1234,pass,pass,0.79,-,none,unknown,large,Orchard Inc
R000940,roamly,2026-07-05,Thicket Kitchen,849 E Vance Ave,Verano Bay,40665,Harbor Point,(555) 563-4582,,Spanish,$$$,3.8,718,pass,pass,0.73,-,none,unknown,SME,
R000835,roamly,2026-07-21,Salt & Vine Oyster Bar,5550 S Mallow St,Verano Bay,40441,Lantern Hill,5553785472,https://www.saltvineoysterbar.example,Peruvian,$,4.3,257,pass,pass,0.9,-,none,unknown,SME,
R000456,roamly,2026-07-14,Oxbow Wine Bar - Marisol,"5992 E Ashfield St, Verano Bay",Verano Bay,40236,Alder Heights,(555) 172-4615,https://www.oxbowwinebar.example,French,$,4.1,1499,pass,pass,0.87,unknown,none,unknown,SME,
R000795,tablefind,2026-07-21,COBALT TABLE,2325 East Tarrow Ave,Verano Bay,40642,Ferrymead,555.874.2493,https://www.cobalttable.example,Korean,$$,4.0,1897,pass,pass,0.78,n/a,none,unknown,SME,
R001296,bookwell,2026-07-13,Lantern Cantina,1638 E Cortez Blvd,Verano Bay,40689,Lantern Hill,(555) 832-0667,https://www.lanterncantina.example,Polish,$$$,4.4,1483,pass,pass,0.97,UNKNOWN,none,unknown,SME,
R003257,roamly,2026-07-13,Sparrow Room,7146 S Cortez Street,Verano Bay,40627,Stillwater,555.493.8722,https://www.sparrowroom.example,Contemporary,$$$,3.6,1404,pass,pass,0.79,N/A,none,unknown,mid-cap,Sparrow Group
R001533,roamly,2026-07-19,Understory Chophouse,4606 S Quinton Blvd,Verano Bay,40788,Ashgrove,555-213-7434,,Spanish,$,4.7,1356,pass,pass,0.94,,none,unknown,SME,
R002456,civicpages,2026-07-17,Pike Bakery,5762 N Prospect Blvd,Verano Bay,40394,Greenhithe,+15555513176,https://www.pikebakery.example,Mexican,$$$$,3.9,763,fail,fail,0.73,Cadence,website_fingerprint,fail,SME,
R002660,dineline,2026-07-19,The Thicket Donuts,4330 W Prospect Street,Verano Bay,40103,Cedar Cross,555.171.3594,https://www.thicketdonuts.example,Greek,$$,3.5,1510,pass,fail,0.75,-,none,unknown,SME,
R001304,atlasmaps,2026-07-12,Cinder Cantina,6089 W Tarrow Rd,Verano Bay,40516,Cedar Cross,+15557442797,https://www.cindercantina.example,French,$$$,3.9,385,pass,pass,0.77,unknown,none,unknown,SME,
R002204,atlasmaps,2026-07-06,GALLOW DINING ROOM,"794 N Wexley Rd, Verano Bay",Verano Bay,40178,Old Mill,5551156880,https://www.gallowdiningroom.example,Polish,$,4.7,112,pass,pass,0.84,Cadence Mini,website_fingerprint,fail,SME,
R000616,roamly,2026-06-30,Prairie Supper Club,4755 E Tarrow Rd,Verano Bay,40141,Old Mill,(555) 261-6316,https://www.prairiesupperclub.example,Greek,$$,4.9,2248,pass,pass,0.78,not found,none,unknown,SME,
R003049,roamly,2026-07-13,Cinder Smoothie 1,1811 E Mallow St,Verano Bay,40412,Greenhithe,(555) 214-8121,https://www.cindersmoothie1.example,Seafood,$,4.1,907,pass,fail,0.83,Ironclad POS,website_fingerprint,fail,SME,
R001129,bookwell,2026-07-12,Thistle Oyster Bar,6477 West Lindmere Boulevard,Verano Bay,40173,Bayview Flats,+1 555 419 8579,https://www.thistleoysterbar.example,Greek,$$$,4.9,189,pass,pass,0.97,vellum pos,website_fingerprint,pass,SME,
R000111,atlasmaps,2026-07-03,Jackdaw Grill,2420 E Tarrow Blvd,Verano Bay,40382,Templeton,(555) 878-1659,https://www.jackdawgrill.example,Spanish,$$,4.8,831,pass,pass,0.87,UNKNOWN,none,unknown,SME,
R001564,civicpages,2026-07-28,Kettle Chophouse,2387 W Lindmere Blvd,Verano Bay,40113,Bramble Row,5559557005,https://www.kettlechophouse.example,Greek,$$$$,4.5,322,pass,pass,0.92,Unknown,none,unknown,SME,
R000955,bookwell,2026-07-02,Sable House Restaurant,2298 S Bayard St,Verano Bay,40214,Rivera District,+15556792016,https://www.sablehouse.example,Barbecue,$$$,4.5,362,pass,pass,0.81,Rivet,website_fingerprint,fail,SME,
R003137,bookwell,2026-07-28,Rosewater Wine Bar,4823 E Ashfield St,Verano Bay,40472,Marisol,+1 555 105 0328,https://www.rosewaterwinebar.example,Peruvian,$,5.0,133,pass,pass,0.86,not found,none,unknown,mid-cap,Rosewater Group
R003301,bookwell,2026-07-20,Tidewater Brasserie,6650 W Wexley Boulevard,Verano Bay,40297,Sablewood,5557331082,https://www.tidewaterbrasserie.example,Barbecue,$$,4.5,1894,pass,pass,0.78,unknown,none,unknown,large,Tidewater Inc
R001084,tablefind,2026-07-25,Juniper Oyster Bar,4332 E Prospect Rd,Verano Bay,40539,Lantern Hill,555.595.4402,https://www.juniperoysterbar.example,Ethiopian,$$$$,4.5,1269,pass,pass,0.84,not found,none,unknown,SME,
R001620,tablefind,2026-07-10,Motherland Oyster Bar Restaurant,1165 S Halloway Blvd,Verano Bay,40417,Kingsway,+15552850661,,Spanish,$,3.8,510,pass,pass,0.99,N/A,none,unknown,SME,
R001075,bookwell,2026-07-22,Plumb Osteria,5975 North Rivermead Road,Verano Bay,40231,Cedar Cross,555-611-8854,https://www.plumbosteria.example,Seafood,$,3.6,1022,pass,pass,0.94,N/A,none,unknown,SME,
R001005,dineline,2026-07-15,Zephyr Steakhouse,1181 S Bayard Road,Verano Bay,40109,Palisade Park,5556462220,https://www.zephyrsteakhouse.example,Steakhouse,$$$$,4.4,732,pass,pass,0.82,UNKNOWN,none,unknown,SME,
R002412,atlasmaps,2026-07-25,Heron Sandwich Shop Verano Bay,6341 South Tarrow Street,Verano Bay,40417,Palisade Park,+15556265711,https://www.heronsandwichshop.example,Barbecue,$$,4.6,983,pass,fail,0.85,unknown,none,unknown,SME,
R000288,civicpages,2026-07-01,Anchor Trattoria Restaurant,7010 S Halloway Boulevard,Verano Bay,40234,Old Mill,5556715367,,Seafood,$$$,3.3,987,pass,pass,0.91,N/A,none,unknown,SME,
R002940,atlasmaps,2026-07-03,Yarrow Food Truck,5820 S Fennimore Ave,Verano Bay,40481,Ashgrove,5552918643,,French,$$,4.2,1101,fail,fail,0.86,UNKNOWN,none,unknown,SME,
R000383,roamly,2026-07-19,Nine Bridges Steakhouse,7163 West Halloway Boulevard,Verano Bay,40176,Sablewood,5555807814,https://www.ninebridgessteakhouse.example,Barbecue,$,4.4,1226,pass,pass,0.84,-,none,unknown,SME,
R002155,civicpages,2026-07-16,Kinship Cantina - Greenhithe,4810 East Wexley Street,Verano Bay,40544,Stillwater,555-671-6132,,Thai,$$$$,4.5,1979,pass,pass,0.78,Unknown,none,unknown,SME,
R003081,bookwell,2026-07-07,PERSIMMON TRATTORIA,1339 North Bayard Avenue,Verano Bay,40291,Calder Park,+1 555 204 7630,https://www.persimmontrattoria.example,Thai,$$$$,3.4,1262,pass,pass,0.8,ironclad,website_fingerprint,fail,mid-cap,Persimmon Group
R000393,bookwell,2026-07-24,Thistle Table Restaurant,5738 S Tarrow Blvd,Verano Bay,40192,Fox Hollow,555-111-0904,,Thai,$$$,4.0,1388,pass,pass,0.86,N/A,none,unknown,SME,
R001273,atlasmaps,2026-07-28,Cardinal Steakhouse - Palisade Park,7389 West Rivermead Ave,Verano Bay,40436,Rivera District,5557529445,https://www.cardinalsteakhouse.example,Indian,$$$$,3.6,2182,pass,pass,0.96,unknown,none,unknown,SME,
R000726,bookwell,2026-07-11,Inkwell Brasserie,2852 E Halloway Ave,Verano Bay,40340,Kingsway,555.287.7152,https://www.inkwellbrasserie.example,Thai,$$$,4.5,229,pass,pass,0.98,N/A,none,unknown,SME,
R002271,bookwell,2026-07-14,Ironwood Coffee,3820 N Wexley Rd,Verano Bay,40552,Corvo Heights,555.535.3027,https://www.ironwoodcoffee.example,Seafood,$$$$,4.7,603,pass,fail,0.93,N/A,none,unknown,SME,
R000843,civicpages,2026-07-08,Oxbow Dining Room,2448 E Fennimore St,Verano Bay,40251,Fox Hollow,+15559542592,https://www.oxbowdiningroom.example,Thai,$$$,3.8,986,pass,pass,0.99,UNKNOWN,none,unknown,SME,
R001818,tablefind,2026-07-17,Plumb Trattoria,2017 E Mallow Rd,Verano Bay,40181,Quarry End,+1 555 356 3139,,Thai,$$$,4.5,226,pass,pass,0.89,n/a,none,unknown,SME,
R002798,civicpages,2026-07-23,Plumb Smoothie,1092 S Bayard Rd,Verano Bay,40286,Rivera District,+1 555 941 3785,https://www.plumbsmoothie.example,Greek,$$,4.4,1069,fail,fail,0.86,ironcladpos,website_fingerprint,fail,SME,
R003083,atlasmaps,2026-07-26,Wildwood Room,5273 W Fennimore Ave,Verano Bay,40411,Rivera District,(555) 505-7536,https://www.wildwoodroom.example,Mediterranean,$$$,4.2,1019,pass,pass,0.81,,none,unknown,mid-cap,Wildwood Group
R001635,tablefind,2026-07-18,Blue Heron Oyster Bar,6990 N Tarrow Rd,Verano Bay,40716,Harbor Point,5556650346,https://www.blueheronoysterbar.example,Ethiopian,$$$,4.5,566,pass,pass,0.86,not found,none,unknown,SME,
R000683,civicpages,2026-07-24,Oxbow Supper Club,6654 N Cortez Blvd,Verano Bay,40477,Stillwater,555-651-7576,https://www.oxbowsupperclub.example,Thai,$$$,4.9,1796,pass,pass,0.97,unknown,none,unknown,SME,
R000830,tablefind,2026-07-23,Understory Brasserie,614 W Wexley Ave,Verano Bay,40669,Corvo Heights,555-821-7288,https://www.understorybrasserie.example,Steakhouse,$,3.6,466,pass,pass,0.91,,none,unknown,SME,
R002070,dineline,2026-07-06,The Sable Bistro,2181 N Mallow Street,Verano Bay,40603,Templeton,+15554467597,https://www.sablebistro.example,Seafood,$$,4.5,1829,pass,pass,0.96,UNKNOWN,none,unknown,SME,
R000539,dineline,2026-07-08,Golden Hour Kitchen,3348 E Vance Blvd,Verano Bay,40262,Greenhithe,555.230.0824,https://www.goldenhourkitchen.example,Peruvian,$$,4.9,1092,pass,pass,0.89,UNKNOWN,none,unknown,SME,
R002285,atlasmaps,2026-07-08,Redbird Boba - Ferrymead,4902 E Bayard Boulevard,Verano Bay,40333,Bayview Flats,5559772174,https://www.redbirdboba.example,Contemporary,$$,4.8,147,fail,fail,0.81,saltbox,website_fingerprint,fail,SME,
R000878,dineline,2026-07-10,Cinder Chophouse,3136 W Prospect St,Verano Bay,40194,Ferrymead,+15555510999,https://www.cinderchophouse.example,Vietnamese,$$,4.4,238,pass,pass,0.86,Unknown,none,unknown,SME,
