deal_id,deal_name,deal_stage,deal_owner,amount,create_date,last_activity_date,associated_contact,company_phone,deal_description,pos_from_crm,source,city
D100419,Orchard Smokehouse,Eligible,Priya Shah,,2026-06-29,2026-07-05,,+1 555 953 3041,"Michael Torres (Owner), 1 location",Ironclad POS,human_call,Verano Bay
D100175,Nine Bridges Tavern,Eligible,Marco Ferrari,,2026-03-17,2026-03-18,,+1 555 492 4989,1 location,,human_call,Verano Bay
D100282,Lantern Wine Bar,Closed Won,Priya Shah,,2026-05-02,2026-06-03,,5557736190,"Yolanda Okafor (Co-Owner), 1 location",,walk-in,Verano Bay
D100173,Vesper Trattoria,Eligible,Priya Shah,,2026-03-30,2026-03-30,,555-999-3782,"ironclad pos, Jennifer Williams (GM)",,ai_call,Verano Bay
D100388,Tin Roof Smokehouse,Eligible,Daniel Reyes,,2026-05-13,2026-05-17,,555-364-4090,1 location,,scrape,Verano Bay
D100310,Salt & Vine Room,Walked-in,Priya Shah,,2026-07-13,2026-07-22,,555.610.0672,"Victor Kim (General Manager), 6 locations, happy with current setup",,walk-in,Verano Bay
D100205,The Prairie Wine Bar,Eligible,Tom Brennan,,2026-04-21,2026-05-03,,555-950-2113,meridian cloud,,referral,Verano Bay
D100451,Driftwood Brasserie,Gatekeeper Demo,Priya Shah,,2026-02-15,2026-04-05,,(555) 562-3650,"Beatriz Murphy (General Manager), 1 location",,referral,Verano Bay
D100163,Quill Cantina,Eligible,Priya Shah,,2026-06-26,2026-07-08,,5554801308,1 location,,walk-in,Verano Bay
D100447,LARKSPUR TAVERN,Gatekeeper Demo,Marco Ferrari,,2026-06-30,2026-08-03,,+1 555 297 2393,vellum,Vellum,ai_call,Verano Bay
D100428,Inkwell Cantina,Walked-in,Marco Ferrari,,2026-02-14,2026-04-02,Christina Williams,+15554788602,Nicole Brown (Co-Owner),,referral,Verano Bay
D100426,Motherland Taqueria,Closed Won,Tom Brennan,,2026-05-25,2026-07-21,,+15557543479,"Sofia Doyle (General Manager), 1 location",,scrape,Verano Bay
D100224,Nightjar Alehouse - Quarry End,Gatekeeper Demo,Daniel Reyes,,2026-06-03,2026-07-30,Ahmed Rodriguez,+15557478058,1 location,BlueCrest,scrape,Verano Bay
D100144,Basil and Bone Table,KDM Demo,Priya Shah,,2026-06-12,2026-08-03,,(555) 179-9775,saltbox,,walk-in,Verano Bay
D100051,Oxbow Grill,Eligible,Tom Brennan,,2026-03-13,2026-03-13,,5556050807,,,referral,Verano Bay
D100222,Tin Roof Alehouse,Walked-in,Priya Shah,,2026-03-23,2026-05-12,,+15554229272,,,walk-in,Verano Bay
D100103,Sixpence House,Walked-in,Marco Ferrari,,2026-02-04,2026-02-22,Maria Haddad,5554374643,"Grace Schmidt (Managing Partner), 1 location, asked for callback",,scrape,Verano Bay
D100380,Northbank Bistro,Eligible,Priya Shah,,2026-06-04,2026-06-10,,(555) 150-8297,6 locations,,walk-in,Verano Bay
D100493,Oxbow Grill Verano Bay,Eligible,Daniel Reyes,,2026-03-21,2026-03-21,,5556050807,,,referral,Verano Bay
D100247,Juniper Trattoria,KDM Demo,Priya Shah,,2026-05-29,2026-07-22,Christina Hernandez,+1 555 315 1946,1 location,,ai_call,Verano Bay
D100047,Inkwell Supper Club,KDM Demo,Daniel Reyes,,2026-05-01,2026-05-07,,+15553419352,"rivet, Grace Novak (Co-Owner)",,scrape,Verano Bay
D100384,Stonecutter Trattoria - Old Mill,Eligible,Aisha Karim,,2026-05-27,2026-05-30,,555-140-1142,"Daniel Rodriguez (Owner), 1 location",,scrape,Verano Bay
D100225,Wren Steakhouse,KDM Demo,Priya Shah,,2026-06-04,2026-06-28,,(555) 360-8095,vellum pos,VELLUM,walk-in,Verano Bay
D100368,Salt & Vine Grill,Eligible,Daniel Reyes,,2026-02-18,2026-02-19,,+1 555 738 7765,"cadence flex, Emily Le (Owner)",,ai_call,Verano Bay
D100086,Harrow Wine Bar - Windrow,Eligible,Aisha Karim,,2026-05-19,2026-05-24,,555-883-4632,"ironclad, not interested in QR",IRONCLAD,human_call,Verano Bay
D100487,Palisade Grill,Eligible,Marco Ferrari,,2026-02-17,2026-02-17,,+15558190423,1 location,,ai_call,Verano Bay
D100484,Motherland Dining Room - Stillwater,Eligible,Priya Shah,,2026-06-07,2026-06-07,,+1 555 294 6802,1 location,,referral,Verano Bay
D100306,Driftwood Tavern,KDM Demo,Daniel Reyes,,2026-05-17,2026-06-15,,5551447507,"saltbox, George Andino (Managing Partner), 1 location, not interested in QR",,human_call,Verano Bay
D100444,Basil & Bone Supper Club,Eligible,Aisha Karim,,2026-03-11,2026-03-11,Monica Andino,+15559303309,"Paul Reyes (Owner), 1 location",,referral,Verano Bay
D100219,Roan Cantina,Eligible,Priya Shah,,2026-03-16,2026-03-18,Daniel Bianchi,+1 555 998 7918,"bluecrest, Priya Johnson (Operations Manager)",Bluecrest,walk-in,Verano Bay
D100099,Copper Osteria,Closed Won,Aisha Karim,,2026-05-08,2026-05-13,Ana Vasquez,555.807.2077,"David Kim (GM), happy with current setup",,human_call,Verano Bay
D100452,OXBOW BISTRO,Eligible,Marco Ferrari,,2026-02-07,2026-02-08,,5558313051,"Linda Nguyen (General Manager), not interested in QR",Ironclad POS,human_call,Verano Bay
D100141,Alder Dining Room,Eligible,Tom Brennan,,2026-07-04,2026-07-16,Beatriz Kim,(555) 195-8041,"orbit, Victor Schmidt (Managing Partner), 1 location",,referral,Verano Bay
D100316,Harrow Cantina,Eligible,Marco Ferrari,,2026-02-16,2026-02-19,Frank Andino,(555) 943-7668,"meridian cloud pos, 21 locations",meridian cloud,scrape,Verano Bay
D100307,Prairie Table,Eligible,Marco Ferrari,,2026-03-04,2026-03-07,,555.497.9760,"cadence, 7 locations",,human_call,Verano Bay
D100228,Zephyr House,Eligible,Marco Ferrari,,2026-04-03,2026-04-09,,+1 555 605 3087,1 location,,referral,Verano Bay
D100218,Dovetail Chophouse,Walked-in,Daniel Reyes,,2026-06-24,2026-08-03,,5551420806,happy with current setup,Cadence,human_call,Verano Bay
D100252,Understory House,KDM Demo,Daniel Reyes,,2026-05-28,2026-06-26,,+1 555 925 5333,6 locations,,ai_call,Verano Bay
D100285,Harrow Tavern,Eligible,Priya Shah,,2026-02-25,2026-03-02,Omar Torres,5559386109,"Marcus Schmidt (GM), 1 location",Ironclad POS,human_call,Verano Bay
D100346,Motherland Smokehouse,Eligible,Tom Brennan,,2026-05-22,2026-05-29,,555.580.6750,ironclad,,referral,Verano Bay
D100161,Loam Kitchen,Eligible,Daniel Reyes,,2026-05-24,2026-06-04,,555.199.8018,1 location,,ai_call,Verano Bay
D100342,FOXTAIL OYSTER BAR,Walked-in,Marco Ferrari,,2026-07-11,2026-08-03,,(555) 202-7919,"Sean Petrou (Owner), 1 location",NorthStar,ai_call,Verano Bay
D100226,Cobalt Taqueria Verano Bay,Eligible,Priya Shah,,2026-07-01,2026-07-04,Marcus Hernandez,555-242-1700,Kevin Haddad (Co-Owner),VELLUM,referral,Verano Bay
D100293,Dovetail Dining Room,Eligible,Aisha Karim,,2026-05-30,2026-06-01,Grace Vasquez,(555) 780-9412,,Ironclad POS,ai_call,Verano Bay
D100331,Northbank Table - Corvo Heights,Walked-in,Priya Shah,,2026-07-01,2026-08-03,Ahmed Brown,555-339-0537,"cadence pos, 3 locations, wants pricing",,referral,Verano Bay
D100021,Persimmon Cantina,Eligible,Daniel Reyes,,2026-05-30,2026-05-31,,(555) 471-3993,cadence,CADENCE,ai_call,Verano Bay
D100296,Kingfisher Smokehouse,KDM Demo,Aisha Karim,,2026-05-23,2026-06-07,Rachel Vasquez,(555) 365-7813,"cadence, Peter Novak (GM), 1 location",,referral,Verano Bay
D100281,Vesper Steakhouse,Walked-in,Marco Ferrari,,2026-03-21,2026-05-14,,555.770.1847,"1 location, happy with current setup",,scrape,Verano Bay
D100291,Cinder Steakhouse,Eligible,Marco Ferrari,,2026-06-16,2026-06-17,Yolanda Torres,+15555438219,"cadence, 1 location",,ai_call,Verano Bay
D100295,Northbank Trattoria,Eligible,Tom Brennan,,2026-06-10,2026-06-20,,(555) 942-4375,,Cadence,scrape,Verano Bay
D100267,Jackdaw Alehouse,Eligible,Daniel Reyes,,2026-06-08,2026-06-11,,+1 555 940 7431,"meridian cloud, Christina Martinez (Owner), 8 locations",Meridian Cloud,human_call,Verano Bay
D100263,Quarry Taqueria,Eligible,Aisha Karim,,2026-05-12,2026-05-14,Robert Hernandez,(555) 436-3278,1 location,,referral,Verano Bay
D100289,Heron Osteria - Templeton,Eligible,Tom Brennan,,2026-06-29,2026-07-03,Grace Reyes,+15558316871,quillpay pos,QuillPay,ai_call,Verano Bay
D100258,Wildwood Grill - Stillwater,Closed Lost,Aisha Karim,,2026-04-20,2026-06-03,Maria Doyle,555-572-3282,Kevin Le (Co-Owner),Cadence,scrape,Verano Bay
D100068,Marrow Cantina - Greenhithe,Eligible,Aisha Karim,,2026-01-30,2026-02-11,,5555507258,"Paul Andino (Co-Owner), 5 locations",,human_call,Verano Bay
D100297,Pike Room,Walked-in,Aisha Karim,,2026-05-13,2026-06-24,,+15555357262,,,scrape,Verano Bay
D100025,Alder Trattoria,Eligible,Daniel Reyes,,2026-05-10,2026-05-18,Christina Rossi,555-289-8870,"Rachel Petrou (Managing Partner), 50 locations",,referral,Verano Bay
D100201,Motherland Dining Room - Stillwater,Eligible,Priya Shah,,2026-05-14,2026-05-21,Michael Petrou,+1 555 294 6802,1 location,,referral,Verano Bay
D100060,Umber Steakhouse,Eligible,Marco Ferrari,,2026-06-03,2026-06-12,,+15553316769,"ironclad, 1 location",Ironclad POS,walk-in,Verano Bay
D100044,Harrow Room,Eligible,Daniel Reyes,,2026-06-23,2026-07-05,,5555802105,ironclad,,ai_call,Verano Bay
D100011,Rambler Smokehouse,Gatekeeper Demo,Priya Shah,,2026-07-01,2026-07-11,,(555) 562-6325,not interested in QR,Cadence POS,human_call,Verano Bay
D100038,WARBLER KITCHEN,Eligible,Tom Brennan,,2026-01-30,2026-02-01,Beatriz Haddad,555-126-4801,"cadence, 53 locations, asked for callback",,ai_call,Verano Bay
D100010,Palisade Alehouse,Eligible,Priya Shah,,2026-03-29,2026-04-07,Susan Brown,+1 555 415 9584,50 locations,Meridian Cloud,referral,Verano Bay
D100404,Dovetail House,Walked-in,Priya Shah,,2026-06-25,2026-08-03,,+15558362332,cadence flex,,scrape,Verano Bay
D100027,Amber Alehouse,Closed Lost,Daniel Reyes,,2026-05-24,2026-06-13,,+15558707359,Angela Garcia (Owner),,ai_call,Verano Bay
D100167,Marigold Grill,Eligible,Daniel Reyes,,2026-05-20,2026-05-21,,+1 555 695 7888,"cadence station, Emily Murphy (Operations Manager), 1 location",Cadence Station,referral,Verano Bay
D100159,Fallowfield Kitchen,Eligible,Aisha Karim,,2026-07-11,2026-07-15,,(555) 874-1796,"ironclad, Beatriz Nguyen (Managing Partner), 1 location",ironcladpos,ai_call,Verano Bay
D100431,Tallgrass Kitchen,Eligible,Marco Ferrari,,2026-05-15,2026-05-17,Emily Martinez,+1 555 461 1580,"cadence, Angela Le (Owner)",,human_call,Verano Bay
D100456,Tidewater Smokehouse,Eligible,Aisha Karim,,2026-03-02,2026-03-02,Ana Petrou,+15553552431,"meridian cloud pos, Omar Andino (GM), called twice, gatekeeper",,ai_call,Verano Bay
D100118,Plumb Table,Eligible,Tom Brennan,,2026-06-02,2026-06-11,,555.886.3983,"1 location, not interested in QR",,referral,Verano Bay
D100350,Sorrel Kitchen,Eligible,Aisha Karim,,2026-03-05,2026-03-11,Grace Petrou,+15554417718,"Robert Doyle (GM), 9 locations",Vellum POS,human_call,Verano Bay
D100004,Heron Tavern - Quarry End,Eligible,Priya Shah,,2026-04-17,2026-04-17,Deborah Novak,5558183588,,,scrape,Verano Bay
D100311,Thistle Brasserie Verano Bay,Eligible,Daniel Reyes,,2026-03-08,2026-03-09,,555.348.5831,"meridian, Nadia Williams (Owner), 1 location",,scrape,Verano Bay
D100235,Lantern Taqueria,Closed Lost,Marco Ferrari,,2026-03-09,2026-04-11,,(555) 290-3469,,IRONCLAD,walk-in,Verano Bay
D100208,Wren Table,Eligible,Aisha Karim,,2026-05-27,2026-05-31,,+1 555 845 0001,"Sofia Schmidt (Co-Owner), 1 location, wants pricing",,ai_call,Verano Bay
D100251,Silverfin Brasserie,Eligible,Aisha Karim,,2026-07-13,2026-07-25,,5553083968,Elena Haddad (Owner),Tessera Express,human_call,Verano Bay
D100256,Kingfisher Room,KDM Demo,Aisha Karim,,2026-04-27,2026-06-13,,+15554623439,meridian,,walk-in,Verano Bay
D100379,Pike Grill,Eligible,Aisha Karim,,2026-07-14,2026-07-21,Carlos Patel,555.728.9782,meridian cloud,Meridian Cloud,ai_call,Verano Bay
D100309,Anchor Table,KDM Demo,Aisha Karim,,2026-06-13,2026-08-03,,+1 555 691 3389,"Luis Murphy (Managing Partner), 1 location",Orbit POS,human_call,Verano Bay
D100376,Inkwell Wine Bar,Eligible,Tom Brennan,,2026-07-09,2026-07-17,,555-254-1760,"cadence flex, 1 location",,walk-in,Verano Bay
D100126,Oxbow Chophouse,Eligible,Tom Brennan,,2026-02-23,2026-02-23,,(555) 526-0136,"vellum, 53 locations, happy with current setup",Vellum POS,ai_call,Verano Bay
D100312,Fallowfield Chophouse Verano Bay,Eligible,Tom Brennan,,2026-06-25,2026-07-02,Priya Chen,+1 555 672 0362,"northstar, Priya Reyes (Owner)",northstar,ai_call,Verano Bay
D100374,Alder Supper Club Restaurant,Walked-in,Marco Ferrari,,2026-04-09,2026-05-08,George Brown,555-621-7937,fernpost,FERNPOST,ai_call,Verano Bay
D100399,Sparrow Smokehouse - Palisade Park,Gatekeeper Demo,Tom Brennan,,2026-01-25,2026-02-13,,+1 555 764 8181,"cadence, 1 location",,referral,Verano Bay
D100077,Marrow House,Eligible,Tom Brennan,,2026-07-10,2026-07-18,,(555) 474-3374,,,scrape,Verano Bay
D100330,Verde Y Mar Grill,Not Qualified,Priya Shah,,2026-02-04,2026-03-13,Marcus Le,555.224.9356,"Miguel Andino (Owner), wants pricing",cadence,scrape,Verano Bay
D100155,Stonecutter Cantina,Eligible,Aisha Karim,,2026-02-26,2026-03-05,Kevin Rodriguez,555.350.6971,wants pricing,,referral,Verano Bay
D100212,Understory Bistro,Walked-in,Daniel Reyes,,2026-02-23,2026-03-05,Daniel Johnson,555.366.3678,"ironclad, Grace Rodriguez (Managing Partner), 1 location, happy with current setup",ironcladpos,referral,Verano Bay
D100469,Rosewater Dining Room,Walked-in,Tom Brennan,,2026-03-25,2026-04-15,,5554245646,"ironclad, Jennifer Garcia (Co-Owner), 1 location, happy with current setup",Ironclad POS,scrape,Verano Bay
D100172,Gallow Kitchen,Eligible,Marco Ferrari,,2026-03-22,2026-04-02,,5552204942,"meridian cloud, Hassan Garcia (Owner)",,referral,Verano Bay
D100397,Ember Brasserie,Walked-in,Marco Ferrari,,2026-04-25,2026-06-05,,555-673-8815,"Jennifer Novak (Managing Partner), 15 locations",,ai_call,Verano Bay
D100382,Sparrow Table,Eligible,Marco Ferrari,,2026-05-31,2026-06-01,Raj Nguyen,555.925.2887,northstar,NorthStar,referral,Verano Bay
D100239,Amber Cantina,Eligible,Aisha Karim,,2026-02-25,2026-03-02,,+15557238052,"vellum restaurant, 1 location",,walk-in,Verano Bay
D100114,Saffron Osteria,Eligible,Aisha Karim,,2026-05-29,2026-05-29,,+15556765973,,,referral,Verano Bay
D100007,Rookery House,Closed Won,Daniel Reyes,,2026-05-12,2026-06-07,Robert Singh,+1 555 407 6308,"northstar restaurant, 1 location",Northstar POS,referral,Verano Bay
D100142,Blue Heron Oyster Bar,Eligible,Tom Brennan,,2026-05-06,2026-05-07,,+15556650346,"orbit systems, 1 location, not interested in QR",Orbit Systems,scrape,Verano Bay
D100255,Cinder Table,Eligible,Marco Ferrari,,2026-01-26,2026-02-05,,+15555594833,"Angela Garcia (Owner), 7 locations",IRONCLAD,referral,Verano Bay
D100065,Orchard Wine Bar,Eligible,Tom Brennan,,2026-05-27,2026-05-28,,+15554674585,31 locations,,scrape,Verano Bay
D100478,Saffron Brasserie Verano Bay,Eligible,Aisha Karim,,2026-03-13,2026-03-13,,+1 555 789 5103,"1 location, happy with current setup",,ai_call,Verano Bay
D100019,Little Bear Bistro Verano Bay,Not Qualified,Tom Brennan,,2026-06-25,2026-08-03,,+1 555 723 9310,Yolanda Kowalski (Managing Partner),,walk-in,Verano Bay
D100333,YARROW BISTRO,Eligible,Priya Shah,,2026-02-21,2026-02-28,,5555494041,,,scrape,Verano Bay
D100465,Dovetail Bistro,Eligible,Aisha Karim,,2026-05-02,2026-05-07,,+15557159728,,,scrape,Verano Bay
D100269,The Harrow Oyster Bar,KDM Demo,Aisha Karim,,2026-04-14,2026-06-19,,+1 555 139 7671,meridian cloud pos,,human_call,Verano Bay
D100358,Copper Kitchen,Eligible,Aisha Karim,,2026-03-14,2026-03-25,,(555) 848-4215,Priya Kowalski (General Manager),,walk-in,Verano Bay
D100261,Dovetail Tavern,Gatekeeper Demo,Daniel Reyes,,2026-04-19,2026-06-11,,555.500.3511,"Deborah Kim (General Manager), 1 location",,referral,Verano Bay
D100054,Redbird Chophouse,Eligible,Priya Shah,,2026-01-28,2026-02-08,,555-746-8259,"Victor Okafor (Managing Partner), 1 location",,human_call,Verano Bay
D100471,The Amber Cantina,Eligible,Aisha Karim,,2026-03-24,2026-03-24,,+15557238052,"vellum restaurant, 1 location",,walk-in,Verano Bay
D100164,The Alder Brasserie,Closed Won,Tom Brennan,,2026-01-28,2026-03-05,Robert Torres,+1 555 266 4575,"Tony Kowalski (Co-Owner), 1 location",Ironclad POS,scrape,Verano Bay
D100207,Lantern Grill,Eligible,Marco Ferrari,,2026-06-10,2026-06-20,,+15556617407,1 location,,referral,Verano Bay
D100202,SABLE BISTRO,Eligible,Priya Shah,,2026-04-13,2026-04-22,,(555) 446-7597,,,human_call,Verano Bay
D100035,Sparrow Room,Eligible,Priya Shah,,2026-03-21,2026-03-23,,555.493.8722,"cadence flex, Marcus Lopez (General Manager), 12 locations",,human_call,Verano Bay
D100020,HALCYON TRATTORIA,Closed Won,Marco Ferrari,,2026-04-13,2026-05-30,,+15554063156,1 location,,scrape,Verano Bay
D100186,The Umber Trattoria,Eligible,Daniel Reyes,,2026-04-10,2026-04-11,George Novak,555-769-9100,"fernpost, 1 location",Fern Post,referral,Verano Bay
D100340,The Rambler Oyster Bar,Walked-in,Priya Shah,,2026-06-15,2026-07-12,,555-806-8249,"ironclad, asked for callback",ironclad,walk-in,Verano Bay
D100033,The Larkspur Steakhouse,Eligible,Daniel Reyes,,2026-06-16,2026-06-27,,+1 555 295 6959,,,referral,Verano Bay
D100061,Driftwood House - Sablewood,Walked-in,Aisha Karim,,2026-02-18,2026-04-27,Hassan Lopez,555-145-9750,1 location,,scrape,Verano Bay
D100082,Redbird Alehouse,Eligible,Tom Brennan,,2026-05-13,2026-05-16,Beatriz Johnson,5551802130,cadence,,walk-in,Verano Bay
D100407,Tin Roof Wine Bar,KDM Demo,Marco Ferrari,,2026-07-05,2026-08-03,,+1 555 952 8676,"orbit systems, 1 location",ORBIT,ai_call,Verano Bay
D100430,Thicket Alehouse,Eligible,Daniel Reyes,,2026-04-01,2026-04-09,Sofia Singh,555.601.5891,Hassan Williams (Operations Manager),,human_call,Verano Bay
D100360,Heron Dining Room,Eligible,Tom Brennan,,2026-06-13,2026-06-21,Susan Haddad,555.409.8444,"ironclad, Carlos Rossi (GM), 6 locations",Ironclad POS,scrape,Verano Bay
D100501,Olive & Ash Kitchen - Sunfield,Eligible,Tom Brennan,,2026-04-20,2026-04-20,,555-221-8191,"cadence station, Nicole Brown (Owner), 1 location, called twice, gatekeeper",Cadence Station,walk-in,Verano Bay
D100013,Plumb Taqueria,Eligible,Tom Brennan,,2026-06-02,2026-06-03,,555-915-1393,vellum pos,,ai_call,Verano Bay
D100270,Fernwood Osteria,Eligible,Priya Shah,,2026-02-27,2026-03-09,Nicole Patel,5555708441,"1 location, not interested in QR",,ai_call,Verano Bay
D100195,Stonecutter Kitchen,Eligible,Marco Ferrari,,2026-02-06,2026-02-16,Beatriz Miller,+1 555 363 8947,Marcus Andino (Co-Owner),,human_call,Verano Bay
D100489,Heron Osteria - Templeton - Greenhithe,Eligible,Aisha Karim,,2026-07-23,2026-07-23,,+15558316871,quillpay pos,QuillPay,ai_call,Verano Bay
D100494,Thistle Trattoria Verano Bay,Eligible,Daniel Reyes,,2026-06-28,2026-06-28,,555.931.1253,Yolanda Hernandez (Managing Partner),,walk-in,Verano Bay
D100288,Cobalt Room - Lantern Hill,Eligible,Aisha Karim,,2026-04-27,2026-05-03,,+15555012100,"Kevin Doyle (Owner), 1 location",,ai_call,Verano Bay
D100211,Nine Bridges Supper Club,KDM Demo,Aisha Karim,,2026-05-18,2026-07-14,Luis Le,555.598.4160,Tony Miller (Managing Partner),,referral,Verano Bay
D100279,Oxbow Steakhouse Restaurant,Walked-in,Priya Shah,,2026-06-20,2026-08-03,,555-711-1637,Peter Garcia (Owner),,walk-in,Verano Bay
D100253,Pike Trattoria,Walked-in,Marco Ferrari,,2026-02-02,2026-03-21,Daniel Bianchi,(555) 385-3509,"ironclad, Ahmed Murphy (Operations Manager), 1 location",,scrape,Verano Bay
D100008,Alder Wine Bar - Cedar Cross,Eligible,Tom Brennan,,2026-03-26,2026-04-02,,5558863833,Monica Garcia (Managing Partner),,referral,Verano Bay
D100460,Orchard Brasserie,Eligible,Marco Ferrari,,2026-07-06,2026-07-16,,5559991448,"meridian cloud, Paul Hernandez (Operations Manager), 60 locations",,walk-in,Verano Bay
D100432,Quarry Bistro - Harbor Point,KDM Demo,Daniel Reyes,,2026-02-15,2026-03-05,,+1 555 623 3101,"Yolanda Williams (Operations Manager), 11 locations",Cadence Station,walk-in,Verano Bay
D100185,Tallgrass Grill,Eligible,Priya Shah,,2026-06-26,2026-06-26,,5559618056,"vellum restaurant, Yolanda Reyes (Co-Owner), 7 locations, happy with current setup",,ai_call,Verano Bay
D100299,Alder Alehouse,Eligible,Daniel Reyes,,2026-05-27,2026-06-06,Raj Novak,+15554530531,"Peter Williams (Owner), 1 location",,walk-in,Verano Bay
D100022,Sorrel Bistro,Eligible,Tom Brennan,,2026-04-14,2026-04-18,,5554934022,"northstar, asked for callback",,walk-in,Verano Bay
D100115,Understory Tavern,Eligible,Tom Brennan,,2026-03-08,2026-03-19,Frank Nguyen,+15556643643,"cadence pos, Ana Silva (General Manager), 1 location",Cadence Mini,ai_call,Verano Bay
D100406,Halcyon Wine Bar - Miradero,Eligible,Daniel Reyes,,2026-06-30,2026-07-10,,555-495-5745,"James Doyle (GM), 1 location, asked for callback",,walk-in,Verano Bay
D100503,NIGHTJAR ROOM,Walked-in,Marco Ferrari,,2026-06-19,2026-06-19,,(555) 381-2522,"Ahmed Rossi (Operations Manager), 1 location",,referral,Verano Bay
D100018,Lantern Cantina,Eligible,Aisha Karim,,2026-07-07,2026-07-19,,(555) 832-0667,,IRONCLAD,scrape,Verano Bay
D100359,Thistle Kitchen,Eligible,Marco Ferrari,,2026-02-14,2026-02-25,,+1 555 648 9747,"ironclad, Luis Miller (Co-Owner)",ironcladpos,ai_call,Verano Bay
D100030,Tidewater Alehouse Verano Bay,Eligible,Marco Ferrari,,2026-04-12,2026-04-23,,555.115.9442,"ironcladpos, Michael Patel (Owner), 1 location",IRONCLAD,walk-in,Verano Bay
D100482,Loam Room Verano Bay,Eligible,Aisha Karim,,2026-07-30,2026-07-30,,+1 555 949 4642,"Carlos Brown (Owner), 13 locations",,walk-in,Verano Bay
D100354,Kingfisher Bistro - Quarry End,Not Qualified,Daniel Reyes,,2026-04-02,2026-05-16,Ana Garcia,+15553740494,"Daniel Patel (Owner), not interested in QR",,scrape,Verano Bay
D100433,Anchor Chophouse,Eligible,Daniel Reyes,,2026-02-01,2026-02-11,,5553545186,"cadence, Frank Garcia (Co-Owner)",,human_call,Verano Bay
D100248,Copper House - Fox Hollow,Eligible,Daniel Reyes,,2026-06-20,2026-06-29,Victor Lopez,+15553009087,"ironcladpos, 10 locations",IRONCLAD,human_call,Verano Bay
D100132,Sixpence Tavern,Eligible,Daniel Reyes,,2026-06-09,2026-06-19,Beatriz Bianchi,+1 555 248 6437,"ironclad, Ana Novak (Owner)",ironclad,referral,Verano Bay
D100287,Thistle Room Restaurant,Eligible,Aisha Karim,,2026-06-30,2026-07-08,Christina Petrou,555-278-4765,,,referral,Verano Bay
D100339,Plumb Supper Club,Eligible,Marco Ferrari,,2026-02-28,2026-03-11,,555-421-2967,not interested in QR,,walk-in,Verano Bay
D100200,Redbird House Verano Bay,Walked-in,Marco Ferrari,,2026-07-10,2026-08-03,,5559054701,"Hassan Vasquez (Owner), wants pricing",,referral,Verano Bay
D100265,Thistle Osteria,Eligible,Daniel Reyes,,2026-02-16,2026-02-27,,555.665.6331,"ironclad pos, 11 locations",,scrape,Verano Bay
D100139,Nightjar Brasserie,Eligible,Daniel Reyes,,2026-02-03,2026-02-03,,555.457.1425,1 location,,human_call,Verano Bay
D100257,Marrow Tavern Restaurant,Eligible,Aisha Karim,,2026-06-22,2026-06-26,,+15551251480,"northstar, Peter Haddad (Owner)",,ai_call,Verano Bay
D100462,PRAIRIE OSTERIA,Eligible,Marco Ferrari,,2026-03-10,2026-03-18,,5554983977,"cadence pos, called twice, gatekeeper",,human_call,Verano Bay
D100496,Pike Smokehouse - Kingsway Restaurant,Eligible,Priya Shah,,2026-04-01,2026-04-01,,5555179340,"vellum, Elena Murphy (Operations Manager), 1 location, asked for callback",,ai_call,Verano Bay
D100069,Silverfin House,KDM Demo,Aisha Karim,,2026-03-02,2026-05-04,Maria Le,+1 555 599 3078,Carlos Vasquez (Operations Manager),,human_call,Verano Bay
D100206,Gallow Table,Eligible,Tom Brennan,,2026-03-23,2026-03-28,,555.928.6828,"Emily Kowalski (Operations Manager), 33 locations",,scrape,Verano Bay
D100321,Fallowfield Wine Bar,Eligible,Priya Shah,,2026-02-17,2026-02-20,,+1 555 363 8823,44 locations,,ai_call,Verano Bay
D100209,Kinship Oyster Bar,KDM Demo,Daniel Reyes,,2026-07-04,2026-07-16,,+1 555 458 3854,cadence,,human_call,Verano Bay
D100335,Understory Room - Sunfield,Eligible,Priya Shah,,2026-02-10,2026-02-18,,555.283.3537,"Priya Rodriguez (Co-Owner), 1 location",Cadence,scrape,Verano Bay
D100425,Bluebird Dining Room,Eligible,Marco Ferrari,,2026-02-09,2026-02-10,,555-244-8281,George Hernandez (Owner),IRONCLAD,human_call,Verano Bay
D100221,Silverfin Alehouse,Eligible,Marco Ferrari,,2026-02-26,2026-03-04,Deborah Williams,555.943.6020,8 locations,,referral,Verano Bay
D100056,Thistle Taqueria,KDM Demo,Daniel Reyes,,2026-02-16,2026-04-14,,+1 555 909 4188,,,walk-in,Verano Bay
D100070,The Dovetail Cantina,Walked-in,Priya Shah,,2026-02-23,2026-03-16,,(555) 367-2287,cadence,,walk-in,Verano Bay
D100036,Loam Tavern,Eligible,Daniel Reyes,,2026-07-11,2026-07-19,Carlos Torres,555.370.6105,Grace Williams (Operations Manager),,walk-in,Verano Bay
D100363,Vesper Dining Room,Walked-in,Tom Brennan,,2026-06-09,2026-08-03,Monica Kim,555-438-5425,1 location,ironcladpos,walk-in,Verano Bay
D100116,Palisade Table,Eligible,Marco Ferrari,,2026-05-10,2026-05-11,,+15553218989,1 location,,ai_call,Verano Bay
D100259,Sable Taqueria,Gatekeeper Demo,Priya Shah,,2026-03-31,2026-05-07,Frank Le,(555) 105-2939,ironclad,ironcladpos,ai_call,Verano Bay
